High-Performance Web Crawler Started - Query: 'longitude'
Number of threads: 20
Target crawl rate: 20+ pages/second
Start Time: 2025-09-30 09:24:48
================================================================================
URL                                                Size     Code   Priority   Domain P.  Depth 
================================================================================

Fetching seed URLs for query: 'longitude'
https://accounts.google.com/v3/signin/identifier?c 1112080  200    7.2137     7.5137     3     
https://arts.brown.edu/about/research/black-music- 109117   200    7.2137     7.5137     3     
https://docs.google.com/forms/d/e/1FAIpQLSfK1UdN-D 65562    200    7.2137     7.5137     3     
https://creativecommons.org/                       47796    200    7.2137     7.5137     3     
https://creativecommons.org/about/cc-certificate-p 48211    200    7.2137     7.5137     3     
https://spotifyforvendors.com/index.html           6704     200    9.5658     9.9658     4     
https://connect.spotify.com/                       598443   200    9.5658     9.9658     4     
https://connect.spotify.com/                       598443   200    9.5658     9.9658     4     
https://connect.spotify.com/                       598443   200    9.5658     9.9658     4     
https://connect.spotify.com/                       598443   200    9.5658     9.9658     4     
https://search.creativecommons.org/index.html      17783    200    7.2137     7.5137     3     
https://connect.spotify.com/                       598443   200    9.5658     9.9658     4     
https://opensource.creativecommons.org/index.html  19918    200    7.2137     7.5137     3     

[PROGRESS] Pages: 319/500 | Rate: 3.2 pages/sec | Queue: 7828
https://creativecommons.org/faq/                   229347   200    7.2137     7.5137     3     
http://www.junell.net/index.html                   48729    200    9.5658     9.9658     4     
https://wiki.creativecommons.org/wiki/License_Vers 90606    200    7.2137     7.5137     3     
https://wiki.creativecommons.org/wiki/Best_practic 79830    200    7.2137     7.5137     3     
https://wiki.creativecommons.org/wiki/Consideratio 35996    200    7.2137     7.5137     3     
https://wiki.creativecommons.org/wiki/License_Vers 90606    200    7.2137     7.5137     3     
https://wiki.creativecommons.org/wiki/License_Vers 90606    200    7.2137     7.5137     3     
https://aws.amazon.com/                            436228   200    7.2137     7.5137     3     
https://docs.google.com/forms/d/e/1FAIpQLSfK1UdN-D 65574    200    7.2137     7.5137     3     
https://eu.githubstatus.com/index.html             84994    200    7.2137     7.5137     3     
https://au.githubstatus.com/index.html             89363    200    7.2137     7.5137     3     
https://aws.amazon.com/                            436228   200    7.2137     7.5137     3     
https://us.githubstatus.com/index.html             104260   200    7.2137     7.5137     3     
https://policies.google.com/privacy                346029   200    7.1137     7.5137     4     
https://policies.google.com/technologies/partner-s 239443   200    7.1137     7.5137     4     
https://policies.google.com/technologies/partner-s 239432   200    7.1137     7.5137     4     
https://tools.google.com/dlpage/gaoptout?hl=en     11022    200    7.1137     7.5137     4     
https://policies.google.com/technologies/partner-s 239443   200    7.1137     7.5137     4     

[PROGRESS] Pages: 337/500 | Rate: 3.6 pages/sec | Queue: 8228
http://slomovideo.com/index.html                   114      200    9.4658     9.9658     5     
http://radiofreesteve.com/index.html               9077     200    9.4658     9.9658     5     
https://slomohorror.com/wp-admin/setup-config.php  2732     200    9.4658     9.9658     5     

[PROGRESS] Pages: 340/500 | Rate: 0.6 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246

[PROGRESS] Pages: 340/500 | Rate: 0.0 pages/sec | Queue: 8246
https://reinvent.awsevents.com/strategy-leadership 32881    200    9.5658     9.9658     4     
https://reinvent.awsevents.com/strategy-leadership 32881    200    9.5658     9.9658     4     
https://aagoo.bigcartel.com/                       10574    200    9.4658     9.9658     5     

[PROGRESS] Pages: 343/500 | Rate: 0.6 pages/sec | Queue: 8284
https://www.youtube.com/@cartoonnetworkau          1066107  200    9.4658     9.9658     5     
http://www.loadrecords.com/salad.html              9836     200    9.4658     9.9658     5     
https://privacysandbox.com/index.html              320414   200    9.4658     9.9658     5     
https://privacysandbox.com/index.html              320414   200    9.4658     9.9658     5     
https://privacysandbox.com/index.html              320414   200    9.4658     9.9658     5     
https://privacysandbox.com/index.html              320414   200    9.4658     9.9658     5     
https://privacysandbox.com/index.html              320414   200    9.4658     9.9658     5     
https://privacysandbox.com/index.html              320414   200    9.4658     9.9658     5     
https://www.twitch.tv/aws                          171942   200    9.4658     9.9658     5     
https://privacysandbox.google.com/private-advertis 169646   200    9.4658     9.9658     5     
https://privacysandbox.google.com/private-advertis 189592   200    9.4658     9.9658     5     
https://privacysandbox.google.com/private-advertis 169650   200    9.4658     9.9658     5     
https://privacysandbox.google.com/private-advertis 189596   200    9.4658     9.9658     5     
https://privacysandbox.google.com/private-advertis 169650   200    9.4658     9.9658     5     
https://privacysandbox.google.com/private-advertis 163438   200    9.4658     9.9658     5     
https://privacysandbox.google.com/private-advertis 189592   200    9.4658     9.9658     5     
https://privacysandbox.google.com/private-advertis 163438   200    9.4658     9.9658     5     
https://privacysandbox.google.com/private-advertis 163438   200    9.4658     9.9658     5     
http://www.lostfilmfest.com/index.html             114      200    9.3658     9.9658     6     
https://b-independent.com/                         91510    200    9.3658     9.9658     6     

[PROGRESS] Pages: 363/500 | Rate: 4.0 pages/sec | Queue: 8971
https://microcinefest.org/MCF2000/lineup.html      14329    200    9.3658     9.9658     6     
https://web.archive.org/web/20010202150300/http:// 23724    200    9.3658     9.9658     6     
https://www.austinchronicle.com/screens/2000-10-13 64679    200    9.3658     9.9658     6     
https://developer.chrome.com/index.html            139541   200    9.3658     9.9658     6     
https://www.blogmu.org/index.html                  163382   200    9.3658     9.9658     6     
https://www.blogmu.org/index.html                  163382   200    9.3658     9.9658     6     
https://www.blogmu.org/index.html                  163382   200    9.3658     9.9658     6     
https://developer.chrome.com/index.html            139541   200    9.3658     9.9658     6     
https://developer.chrome.com/index.html            139545   200    9.3658     9.9658     6     
https://developer.chrome.com/index.html            139541   200    9.3658     9.9658     6     
https://developer.chrome.com/index.html            139541   200    9.3658     9.9658     6     
https://www.cornell.edu/indigenous/                64737    200    7.1137     7.5137     4     
https://developer.chrome.com/index.html            139545   200    9.3658     9.9658     6     
https://news.cornell.edu/categories/energy-environ 54147    200    7.1137     7.5137     4     
https://admissions.cornell.edu/how-to-apply        59519    200    7.1137     7.5137     4     

[PROGRESS] Pages: 378/500 | Rate: 3.0 pages/sec | Queue: 9542
https://web.dev/index.html                         124853   200    9.2658     9.9658     7     
https://web.dev/baseline                           170631   200    9.2658     9.9658     7     
https://web.dev/index.html                         124853   200    9.2658     9.9658     7     
https://web.dev/index.html                         124853   200    9.2658     9.9658     7     
https://web.dev/baseline                           170627   200    9.2658     9.9658     7     
https://web.dev/index.html                         124853   200    9.2658     9.9658     7     
https://web.dev/index.html                         124853   200    9.2658     9.9658     7     
https://web.dev/index.html                         124849   200    9.2658     9.9658     7     
https://web.dev/baseline                           170631   200    9.2658     9.9658     7     
https://web.dev/baseline                           170631   200    9.2658     9.9658     7     
https://web.dev/baseline                           170631   200    9.2658     9.9658     7     
https://sce.cornell.edu/courses/programs/part-time 18191    200    7.1137     7.5137     4     
https://sce.cornell.edu/courses/programs/winter    18187    200    7.1137     7.5137     4     
https://sce.cornell.edu/courses/programs/summer    18513    200    7.1137     7.5137     4     
https://web.dev/baseline                           170631   200    9.2658     9.9658     7     
https://registrar.cornell.edu/academic-calendar    52384    200    7.1137     7.5137     4     
https://cornellbigred.com/index.aspx               851347   200    9.4658     9.9658     5     
https://courses.cornell.edu/index.html             121682   200    7.1137     7.5137     4     
https://news.cornell.edu/categories/research-impac 51658    200    7.1137     7.5137     4     
https://www.cfa.harvard.edu/about/about-smithsonia 59437    200    7.1137     7.5137     4     
https://blog.bidadance.org/2022/05/requiring-high- 94731    200    7.1137     7.5137     4     

[PROGRESS] Pages: 399/500 | Rate: 4.2 pages/sec | Queue: 10084
https://blog.joinmastodon.org/index.html           24276    200    7.1137     7.5137     4     
https://docs.joinmastodon.org/index.html           31642    200    7.1137     7.5137     4     
https://shop.joinmastodon.org/index.html           184782   200    7.1137     7.5137     4     
https://myaccount.oregonlive.com/index.html        5860     200    7.1137     7.5137     4     
https://myaccount.oregonlive.com/index.html        5859     200    7.1137     7.5137     4     
https://myaccount.oregonlive.com/index.html        5858     200    7.1137     7.5137     4     
https://myaccount.oregonlive.com/index.html        5859     200    7.1137     7.5137     4     
https://myaccount.oregonlive.com/index.html        5859     200    7.1137     7.5137     4     

[PROGRESS] Pages: 407/500 | Rate: 1.6 pages/sec | Queue: 10136
https://reader.theoregonian.com/                   2330     200    7.1137     7.5137     4     
https://www.wttw.com/kids                          102826   200    7.1137     7.5137     4     
https://www.wttw.com/food                          61122    200    7.1137     7.5137     4     
https://www.wttw.com/geoffrey-baer-tours           55282    200    7.1137     7.5137     4     
https://www.cambridgema.gov/covid19/News/2022/02/f 51689    200    9.4658     9.9658     5     
https://www.blogger.com/profile/052177615737892139 432684   200    9.4658     9.9658     5     

[PROGRESS] Pages: 413/500 | Rate: 1.2 pages/sec | Queue: 10310
https://www.wttw.com/wttw-live-stream              41676    200    7.1137     7.5137     4     
https://www.wttw.com/passport                      58619    200    7.1137     7.5137     4     
https://www.wttw.com/about/mission                 56057    200    7.1137     7.5137     4     
https://schedule.wttw.com/AZ.php                   37388    200    7.1137     7.5137     4     
https://www.wttw.com/support                       63001    200    7.1137     7.5137     4     
https://cambridgema.iqm2.com/Citizens/Board        550552   200    9.3658     9.9658     6     
https://www.wttw.com/ten                           52805    200    7.1137     7.5137     4     
https://www.wttw.com/art-design-chicago            67442    200    7.1137     7.5137     4     
https://www.wttw.com/newsletter                    72131    200    7.1137     7.5137     4     
https://www.wttw.com/beyond-chicago-from-the-air   60026    200    7.1137     7.5137     4     
https://cambridgema.iqm2.com/citizens/default.aspx 70367    200    9.3658     9.9658     6     
https://www.wttw.com/firsthand/gun-violence        49853    200    7.1137     7.5137     4     
https://www.wttw.com/firsthand/segregation         58202    200    7.1137     7.5137     4     
https://www.wttw.com/firsthand/living-in-poverty   49158    200    7.1137     7.5137     4     
https://www.wttw.com/chicago-stories               59316    200    7.1137     7.5137     4     
https://www.wttw.com/chicago-by-l                  63472    200    7.1137     7.5137     4     
https://www.wttw.com/chicago-from-the-air/watch    63003    200    7.1137     7.5137     4     
https://www.wttw.com/firsthand/homeless            58544    200    7.1137     7.5137     4     
https://www.wttw.com/prehistoric-road-trip         45150    200    7.1137     7.5137     4     
https://www.wttw.com/most-beautiful-places-in-chic 102320   200    7.1137     7.5137     4     
https://www.wttw.com/chicago-mysteries             141843   200    7.1137     7.5137     4     
https://www.wttw.com/great-chicago-quiz-show       143980   200    7.1137     7.5137     4     
https://www.wttw.com/urbannature                   93681    200    7.1137     7.5137     4     
https://library.municode.com/ma/cambridge/codes/co 6069     200    9.3658     9.9658     6     
https://www.wttw.com/firsthand/coronavirus         58003    200    7.1137     7.5137     4     
https://myaccount.syracuse.com/ps/home             5860     200    7.1137     7.5137     4     
https://www.wttw.com/firsthand/life-after-prison   60082    200    7.1137     7.5137     4     
https://www.wttw.com/events                        89173    200    7.1137     7.5137     4     
https://myaccount.syracuse.com/index.html          5859     200    7.1137     7.5137     4     
https://myaccount.syracuse.com/index.html          5859     200    7.1137     7.5137     4     
https://myaccount.syracuse.com/index.html          5860     200    7.1137     7.5137     4     
https://myaccount.syracuse.com/index.html          5858     200    7.1137     7.5137     4     
https://obits.syracuse.com/us/obituaries/syracuse/ 417747   200    7.1137     7.5137     4     

[PROGRESS] Pages: 446/500 | Rate: 6.6 pages/sec | Queue: 10692

[PROGRESS] Pages: 446/500 | Rate: 0.0 pages/sec | Queue: 10692

[PROGRESS] Pages: 446/500 | Rate: 0.0 pages/sec | Queue: 10692

[PROGRESS] Pages: 446/500 | Rate: 0.0 pages/sec | Queue: 10692
https://hiring.syracuse.com/purchase/post-now/inde 66073    200    7.1137     7.5137     4     

[PROGRESS] Pages: 447/500 | Rate: 0.2 pages/sec | Queue: 10688
https://mktops.nydailynews.com/subscriptions/land- 18746    200    7.1137     7.5137     4     
https://myaccount.nydailynews.com/index.html       5859     200    7.1137     7.5137     4     
https://www.legacy.com/us/communities/auburn-high- 517663   200    9.4658     9.9658     5     
https://www.legacy.com/us/communities/syracuse-uni 510740   200    9.4658     9.9658     5     
https://www.legacy.com/us/communities/cornell-univ 506141   200    9.4658     9.9658     5     
https://www.legacy.com/us/communities/solvay-high- 515775   200    9.4658     9.9658     5     
https://www.legacy.com/us/communities/canastota-hi 514155   200    9.4658     9.9658     5     
https://www.legacy.com/us/communities/henninger-hi 521586   200    9.4658     9.9658     5     
https://www.legacy.com/us/communities/marcellus-hi 521763   200    9.4658     9.9658     5     
https://www.legacy.com/us/communities/oneida-high- 507963   200    9.4658     9.9658     5     
https://www.legacy.com/us/communities/cazenovia-hi 517460   200    9.4658     9.9658     5     
https://www.legacy.com/us/communities/liverpool-hi 518994   200    9.4658     9.9658     5     
https://www.legacy.com/us/communities/nottingham-h 520012   200    9.4658     9.9658     5     
https://www.legacy.com/us/communities/west-genesee 515918   200    9.4658     9.9658     5     
https://www.legacy.com/us/communities/oswego-high- 508190   200    9.4658     9.9658     5     
https://www.legacy.com/us/communities/chittenango- 524223   200    9.4658     9.9658     5     
https://www.legacy.com/us/communities/corcoran-hig 519148   200    9.4658     9.9658     5     
https://www.legacy.com/us/communities/colgate-univ 521455   200    9.4658     9.9658     5     
https://www.legacy.com/us/communities/north-syracu 531035   200    9.4658     9.9658     5     
https://www.legacy.com/us/communities/central-high 524622   200    9.4658     9.9658     5     
https://www.legacy.com/us/communities/university-a 514158   200    9.4658     9.9658     5     
https://myaccount.cleveland.com/Securepage/dashboa 5859     200    7.1137     7.5137     4     
https://myaccount.cleveland.com/SecurePage/Payment 5860     200    7.1137     7.5137     4     
https://myaccount.cleveland.com/securepage/MissedP 5859     200    7.1137     7.5137     4     
https://myaccount.cleveland.com/securepage/Vacatio 5859     200    7.1137     7.5137     4     
https://obits.cleveland.com/us/obituaries/clevelan 440796   200    7.1137     7.5137     4     

[PROGRESS] Pages: 473/500 | Rate: 5.2 pages/sec | Queue: 10872
https://hiring.cleveland.com/purchase/post-now/ind 66073    200    7.1137     7.5137     4     
https://myaccount.al.com/SecurePage/Payment.aspx   5859     200    7.1137     7.5137     4     
https://link.al.com/join/6fp/signup                25267    200    7.1137     7.5137     4     
https://myaccount.al.com/securepage/MissedPaper.as 5860     200    7.1137     7.5137     4     
https://myaccount.al.com/securepage/VacationStop.a 5859     200    7.1137     7.5137     4     
https://myaccount.al.com/Securepage/dashboard.aspx 5860     200    7.1137     7.5137     4     
https://www.legacy.com/funeral-homes/listing/new-y 1387127  200    9.4658     9.9658     5     
https://bandcamp.com/login?bounce=https%3A%2F%2Fba 79804    200    7.1137     7.5137     4     
https://bandcamp.com/                              98136    200    7.1137     7.5137     4     
https://bandcamp.com/login?bounce=https%3A%2F%2Fba 79854    200    7.1137     7.5137     4     
https://bandcamp.com/thericjh?from=fanthanks       345872   200    7.1137     7.5137     4     
https://bandcamp.com/                              98136    200    7.1137     7.5137     4     
https://bandcamp.com/dvollweiler?from=fanthanks    402262   200    7.1137     7.5137     4     
https://www.songtradr.com/collection/87e7dd1b9b63b 7214     200    9.4658     9.9658     5     
https://bandcamp.com/maglothefan?from=fanthanks    415027   200    7.1137     7.5137     4     
https://bandcamp.com/stevenallen?from=fanthanks    416875   200    7.1137     7.5137     4     
https://bandcamp.com/feralphoenix?from=fanthanks   463934   200    7.1137     7.5137     4     
https://bandcamp.com/tall_rob?from=fanthanks       399007   200    7.1137     7.5137     4     
https://bandcamp.com/static71?from=fanthanks       442080   200    7.1137     7.5137     4     
https://bandcamp.com/dvollweiler?from=fanthanks    402262   200    7.1137     7.5137     4     
https://bandcamp.com/y6le?from=fanthanks           448696   200    7.1137     7.5137     4     
https://bandcamp.com/maglothefan?from=fanthanks    415026   200    7.1137     7.5137     4     
https://bandcamp.com/chrysanthemoms?from=fanthanks 387809   200    7.1137     7.5137     4     
https://bandcamp.com/slackhaywood?from=fanthanks   434685   200    7.1137     7.5137     4     

[PROGRESS] Pages: 497/500 | Rate: 4.8 pages/sec | Queue: 11337
https://bandcamp.com/feralphoenix?from=fanthanks   463938   200    7.1137     7.5137     4     
https://www.songtradr.com/collection/87e7dd1b9b63b 7214     200    9.4658     9.9658     5     
https://bandcamp.com/timothyharris?from=fanthanks  455283   200    7.1137     7.5137     4     
https://bandcamp.com/sosorryofficial?from=fanthank 411568   200    7.1137     7.5137     4     
https://zombo.com/index.html                       1714     200    9.4658     9.9658     5     
https://zombo.com/index.html                       1714     200    9.4658     9.9658     5     
https://bandcamp.com/heartshapedsky?from=fanthanks 263787   200    7.1137     7.5137     4     
https://random.bandcamp.com/album/the-lure-of-ligh 285901   200    9.4658     9.9658     5     
https://random.bandcamp.com/album/the-lure-of-ligh 285871   200    9.4658     9.9658     5     
https://bandcamp.com/williamhanson?from=fanthanks  447413   200    7.1137     7.5137     4     
https://bandcamp.com/mccrafty?from=fanthanks       397869   200    7.1137     7.5137     4     
https://bandcamp.com/louboy?from=fanthanks         443062   200    7.1137     7.5137     4     
https://bandcamp.com/truevial?from=fanthanks       450673   200    7.1137     7.5137     4     
https://random.bandcamp.com/album/the-lure-of-ligh 285897   200    9.4658     9.9658     5     
https://bandcamp.com/razmasters?from=fanthanks     387669   200    7.1137     7.5137     4     
https://bandcamp.com/devontrimble?from=fanthanks   407425   200    7.1137     7.5137     4     
https://random.bandcamp.com/album/the-lure-of-ligh 285867   200    9.4658     9.9658     5     
https://bandcamp.com/pbjplatypus?from=fanthanks    431150   200    7.1137     7.5137     4     
https://random.bandcamp.com/album/the-lure-of-ligh 285871   200    9.4658     9.9658     5     
https://random.bandcamp.com/album/the-lure-of-ligh 285871   200    9.4658     9.9658     5     
https://bandcamp.com/theoppelander?from=fanthanks  437004   200    7.1137     7.5137     4     
https://bandcamp.com/sethmulliken?from=fanthanks   497996   200    7.1137     7.5137     4     
================================================================================

Crawl Complete!
Total pages crawled: 519
Total time: 717.5 seconds
Average rate: 0.72 pages/second
Total URLs visited: 736
Unique domains: 729
End Time: 2025-09-30 09:36:46
