URL: Starting a new crawl run.
URL: URL: https://stackoverflow.com/questions/61847663/matplotlib-backends-backend-tkagg-is-throwing-an-attribute-error-for-blit | Time: 2025-09-29T19:12:18.558005 | Size: 184965 bytes | Depth: 0 | Status: 200 | Sampled: True
URL: URL: https://stackoverflow.com/questions/ask | Time: 2025-09-29T19:12:24.939316 | Size: 67655 bytes | Depth: 1 | Status: 200 | Sampled: True
URL: URL: https://stackoverflow.com/posts/61847663/timeline | Time: 2025-09-29T19:12:25.148868 | Size: 83057 bytes | Depth: 1 | Status: 200 | Sampled: True
URL: URL: https://stackoverflow.com/questions/tagged/python | Time: 2025-09-29T19:12:25.250264 | Size: 349079 bytes | Depth: 1 | Status: 200 | Sampled: True
URL: URL: https://stackoverflow.com/questions/tagged/matplotlib | Time: 2025-09-29T19:12:25.352475 | Size: 358401 bytes | Depth: 1 | Status: 200 | Sampled: True
URL: URL: https://stackoverflow.com/questions/tagged/attributeerror | Time: 2025-09-29T19:12:25.549132 | Size: 371437 bytes | Depth: 1 | Status: 200 | Sampled: True
URL: URL: https://stackoverflow.com/q/61847663 | Time: 2025-09-29T19:12:25.729873 | Size: 185187 bytes | Depth: 1 | Status: 200 | Sampled: True
URL: URL: https://stackoverflow.com/users/8124392/mchd | Time: 2025-09-29T19:12:25.847806 | Size: 143497 bytes | Depth: 1 | Status: 200 | Sampled: True
URL: URL: https://stackoverflow.com/questions/61847663/matplotlib-backends-backend-tkagg-is-throwing-an-attribute-error-for-blit?answertab=scoredesc | Time: 2025-09-29T19:12:26.001631 | Size: 185660 bytes | Depth: 1 | Status: 200 | Sampled: True
URL: URL: https://stackoverflow.com/posts/63441577/timeline | Time: 2025-09-29T19:12:26.062703 | Size: 85018 bytes | Depth: 1 | Status: 200 | Sampled: True
URL: URL: https://stackoverflow.com/a/63441577 | Time: 2025-09-29T19:12:26.282319 | Size: 184747 bytes | Depth: 1 | Status: 200 | Sampled: True
URL: URL: https://graphicdesign.stackexchange.com/questions/169543/illustrator-blend-tool-with-arrows | Time: 2025-09-29T19:12:28.992548 | Size: 181011 bytes | Depth: 1 | Status: 200 | Sampled: True
URL: URL: https://ell.stackexchange.com/questions/368553/countable-and-uncountable-flavour-chocolate-flavoured-protein-is-protein-with | Time: 2025-09-29T19:12:29.236942 | Size: 190102 bytes | Depth: 1 | Status: 200 | Sampled: True
URL: URL: https://history.stackexchange.com/questions/79468/what-were-milk-bars-in-1920s-japan | Time: 2025-09-29T19:12:29.742037 | Size: 173388 bytes | Depth: 1 | Status: 200 | Sampled: True
URL: URL: https://meta.stackexchange.com/questions/141648/what-is-the-association-bonus-and-how-does-it-work | Time: 2025-09-29T19:12:29.829843 | Size: 161422 bytes | Depth: 1 | Status: 200 | Sampled: True
URL: URL: https://meta.stackexchange.com/questions/412667/spevacus-has-joined-us-as-a-community-manager | Time: 2025-09-29T19:12:29.910965 | Size: 259811 bytes | Depth: 1 | Status: 200 | Sampled: True
URL: URL: https://meta.stackexchange.com/questions/412705/introducing-a-new-proactive-anti-spam-measure | Time: 2025-09-29T19:12:30.073963 | Size: 343380 bytes | Depth: 1 | Status: 200 | Sampled: True
URL: URL: https://www.facebook.com/officialstackoverflow | Time: 2025-09-29T19:12:30.238978 | Size: 503009 bytes | Depth: 1 | Status: 200 | Sampled: True
URL: URL: https://policies.stackoverflow.co/stack-overflow/cookie-policy | Time: 2025-09-29T19:12:30.544723 | Size: 48275 bytes | Depth: 1 | Status: 200 | Sampled: True
URL: URL: https://www.instagram.com/thestackoverflow | Time: 2025-09-29T19:12:30.662310 | Size: 816266 bytes | Depth: 1 | Status: 200 | Sampled: True
URL: URL: https://rpg.stackexchange.com/questions/216664/how-can-the-problem-of-a-warlock-with-two-spell-slots-be-solved | Time: 2025-09-29T19:12:30.951227 | Size: 278223 bytes | Depth: 1 | Status: 200 | Sampled: True
URL: URL: https://www.coursera.org/learn/intro-self-driving-cars/discussions/forums/p7tlc1pxeeijbgomqgxeng/threads/bey0koyftscmnjkmn17a_q/replies/qybej75qrt6gxi--alu-ew/comments/gbgcqjhlqeeyaki4s4bhwa | Time: 2025-09-29T19:12:31.452924 | Size: 118106 bytes | Depth: 1 | Status: 200 | Sampled: True
URL: URL: https://blender.stackexchange.com/questions/339237/how-to-fix-my-object-in-animation | Time: 2025-09-29T19:12:31.724255 | Size: 159793 bytes | Depth: 1 | Status: 200 | Sampled: True
URL: URL: https://matplotlib.org/api/backend_tkagg_api.html | Time: 2025-09-29T19:12:31.960632 | Size: 11295 bytes | Depth: 1 | Status: 200 | Sampled: True
URL: URL: https://worldbuilding.stackexchange.com/questions/269217/the-geologic-realities-of-a-massive-well-out-at-sea | Time: 2025-09-29T19:12:32.123608 | Size: 260046 bytes | Depth: 1 | Status: 200 | Sampled: True
URL: URL: https://stackoverflow.co | Time: 2025-09-29T19:12:32.158114 | Size: 103790 bytes | Depth: 1 | Status: 200 | Sampled: True
URL: URL: https://stackoverflow.co/teams | Time: 2025-09-29T19:12:32.395461 | Size: 140058 bytes | Depth: 1 | Status: 200 | Sampled: True
URL: URL: https://law.stackexchange.com/questions/111025/in-the-u-s-can-patients-receive-treatment-at-a-hospital-without-being-logged | Time: 2025-09-29T19:12:32.439043 | Size: 173982 bytes | Depth: 1 | Status: 200 | Sampled: True
URL: URL: https://stackoverflow.co/teams/?utm_medium=referral&utm_source=stackoverflow-community&utm_campaign=top-nav&utm_content=stack-overflow-for-teams | Time: 2025-09-29T19:12:32.537991 | Size: 140058 bytes | Depth: 1 | Status: 200 | Sampled: True
URL: URL: https://stackoverflow.co/advertising/?utm_medium=referral&utm_source=stackoverflow-community&utm_campaign=top-nav&utm_content=stack-overflow-advertising | Time: 2025-09-29T19:12:32.746513 | Size: 78993 bytes | Depth: 1 | Status: 200 | Sampled: True
URL: URL: https://stackoverflow.blog/?utm_medium=referral&utm_source=stackoverflow-community&utm_campaign=top-nav&utm_content=blog | Time: 2025-09-29T19:12:32.921971 | Size: 170751 bytes | Depth: 1 | Status: 200 | Sampled: True
URL: URL: https://stackoverflow.co/api-solutions/?utm_medium=referral&utm_source=stackoverflow-community&utm_campaign=top-nav&utm_content=overflow-api | Time: 2025-09-29T19:12:32.944321 | Size: 135285 bytes | Depth: 1 | Status: 200 | Sampled: True
URL: URL: https://stackoverflow.blog | Time: 2025-09-29T19:12:33.113121 | Size: 170751 bytes | Depth: 1 | Status: 200 | Sampled: True
URL: URL: https://japanese.stackexchange.com/questions/108270/what-is-this-usage-of-%e3%81%9f%e3%82%8a | Time: 2025-09-29T19:12:33.267144 | Size: 156419 bytes | Depth: 1 | Status: 200 | Sampled: True
URL: URL: https://stackoverflow.co/labs/?utm_medium=referral&utm_source=stackoverflow-community&utm_campaign=top-nav&utm_content=labs | Time: 2025-09-29T19:12:33.286792 | Size: 108744 bytes | Depth: 1 | Status: 200 | Sampled: True
URL: URL: https://stackoverflow.co/?utm_medium=referral&utm_source=stackoverflow-community&utm_campaign=top-nav&utm_content=about-the-company | Time: 2025-09-29T19:12:33.332982 | Size: 103790 bytes | Depth: 1 | Status: 200 | Sampled: True
URL: URL: https://stackoverflow.blog/contributed?utm_medium=referral&utm_source=stackoverflow-community&utm_campaign=so-blog&utm_content=experiment-articles | Time: 2025-09-29T19:12:33.521556 | Size: 176473 bytes | Depth: 1 | Status: 200 | Sampled: True
URL: URL: https://stackoverflow.co/teams/?utm_medium=referral&utm_source=stackoverflow-community&utm_campaign=side-bar&utm_content=explore-teams | Time: 2025-09-29T19:12:33.543753 | Size: 140058 bytes | Depth: 1 | Status: 200 | Sampled: True
URL: URL: https://twitter.com/stackoverflow | Time: 2025-09-29T19:12:33.559440 | Size: 221660 bytes | Depth: 1 | Status: 200 | Sampled: True
URL: URL: https://stackoverflow.blog/2025/09/26/getting-backstage-in-front-of-a-shifting-dev-experience | Time: 2025-09-29T19:12:33.624277 | Size: 138357 bytes | Depth: 1 | Status: 200 | Sampled: True
URL: URL: https://academia.stackexchange.com/questions/221489/whats-the-expectation-around-asking-to-be-invited-to-invitation-only-workshops | Time: 2025-09-29T19:12:33.638809 | Size: 207296 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://academia.stackexchange.com/questions/221495/do-we-need-the-authors-permission-for-reference | Time: 2025-09-29T19:12:33.662904 | Size: 187456 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://stackoverflow.co/teams/?utm_medium=referral&utm_source=stackoverflow-community&utm_campaign=side-bar&utm_content=explore-teams-compact | Time: 2025-09-29T19:12:33.730097 | Size: 140058 bytes | Depth: 1 | Status: 200 | Sampled: True
URL: URL: https://chat.stackexchange.com/rooms/158962/stack-exchange-lobby | Time: 2025-09-29T19:12:33.833356 | Size: 20192 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://stackoverflow.blog/2025/09/29/making-your-code-base-better-will-make-your-code-coverage-worse | Time: 2025-09-29T19:12:33.877607 | Size: 143910 bytes | Depth: 1 | Status: 200 | Sampled: True
URL: URL: https://stackoverflow.blog?blb=1 | Time: 2025-09-29T19:12:33.919034 | Size: 170751 bytes | Depth: 1 | Status: 200 | Sampled: True
URL: URL: https://stackoverflow.co/teams/?utm_medium=referral&utm_source=stackoverflow-community&utm_campaign=footer&utm_content=teams | Time: 2025-09-29T19:12:33.949391 | Size: 140058 bytes | Depth: 1 | Status: 200 | Sampled: True
URL: URL: https://hermeneutics.stackexchange.com/help | Time: 2025-09-29T19:12:34.062487 | Size: 68858 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://hermeneutics.stackexchange.com/tour | Time: 2025-09-29T19:12:34.122519 | Size: 93313 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://stackoverflow.co/advertising/?utm_medium=referral&utm_source=stackoverflow-community&utm_campaign=footer&utm_content=advertising | Time: 2025-09-29T19:12:34.143621 | Size: 78993 bytes | Depth: 1 | Status: 200 | Sampled: True
URL: URL: https://chat.stackexchange.com/?tab=all&sort=active | Time: 2025-09-29T19:12:34.211467 | Size: 125337 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://hermeneutics.stackexchange.com | Time: 2025-09-29T19:12:34.286719 | Size: 128265 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://chat.stackexchange.com/?tab=site&host=math.stackexchange.com | Time: 2025-09-29T19:12:34.324391 | Size: 111707 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://stackoverflow.co/advertising/employer-branding/?utm_medium=referral&utm_source=stackoverflow-community&utm_campaign=footer&utm_content=talent | Time: 2025-09-29T19:12:34.379760 | Size: 81154 bytes | Depth: 1 | Status: 200 | Sampled: True
URL: URL: https://hermeneutics.stackexchange.com/users/login?ssrc=site_switcher&returnurl=https%3a%2f%2fhermeneutics.stackexchange.com%2fquestions%2f108511%2fmatthew-245-many-will-come-in-my-name | Time: 2025-09-29T19:12:34.527810 | Size: 52310 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://hermeneutics.stackexchange.com/users/login?ssrc=head&returnurl=https%3a%2f%2fhermeneutics.stackexchange.com%2fquestions%2f108511%2fmatthew-245-many-will-come-in-my-name | Time: 2025-09-29T19:12:34.543437 | Size: 52255 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://stackoverflow.co/company/press | Time: 2025-09-29T19:12:34.599947 | Size: 87925 bytes | Depth: 1 | Status: 200 | Sampled: True
URL: URL: https://stackoverflow.co/company/work-here | Time: 2025-09-29T19:12:34.835467 | Size: 82668 bytes | Depth: 1 | Status: 200 | Sampled: True
URL: URL: https://hermeneutics.stackexchange.com/questions | Time: 2025-09-29T19:12:34.865686 | Size: 319689 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://hermeneutics.stackexchange.com/unanswered | Time: 2025-09-29T19:12:34.923815 | Size: 137851 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://hermeneutics.stackexchange.com/tags | Time: 2025-09-29T19:12:35.016088 | Size: 105406 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://hermeneutics.stackexchange.com/questions/ask | Time: 2025-09-29T19:12:35.245265 | Size: 96997 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://hermeneutics.stackexchange.com/users | Time: 2025-09-29T19:12:35.295929 | Size: 112257 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://hermeneutics.stackexchange.com/posts/108511/timeline | Time: 2025-09-29T19:12:35.455213 | Size: 80075 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://hermeneutics.stackexchange.com/questions/tagged/matthew | Time: 2025-09-29T19:12:35.554562 | Size: 318316 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://hermeneutics.stackexchange.com/questions/tagged/gospels | Time: 2025-09-29T19:12:35.636663 | Size: 344384 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://hermeneutics.stackexchange.com/questions/tagged/terminology | Time: 2025-09-29T19:12:35.715125 | Size: 344035 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://hermeneutics.stackexchange.com/q/108511 | Time: 2025-09-29T19:12:35.964441 | Size: 252229 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://hermeneutics.stackexchange.com/posts/108511/revisions | Time: 2025-09-29T19:12:36.170381 | Size: 101324 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://hermeneutics.stackexchange.com/users/154594/jason | Time: 2025-09-29T19:12:36.368811 | Size: 124074 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://hermeneutics.stackexchange.com/users/207850/craig-andrews | Time: 2025-09-29T19:12:36.408499 | Size: 96458 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://hermeneutics.stackexchange.com/conduct | Time: 2025-09-29T19:12:36.479006 | Size: 66656 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://hermeneutics.stackexchange.com/users/33540/dottard | Time: 2025-09-29T19:12:36.720907 | Size: 132846 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://hermeneutics.stackexchange.com/users/28329/ray-butterworth | Time: 2025-09-29T19:12:36.743227 | Size: 136245 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://hermeneutics.stackexchange.com/users/21426/nigel-j | Time: 2025-09-29T19:12:36.815526 | Size: 139106 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://hermeneutics.stackexchange.com/users/45886/saber-truth-tiger | Time: 2025-09-29T19:12:36.879585 | Size: 123210 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://hermeneutics.stackexchange.com/questions/108511/matthew-245-many-will-come-in-my-name?answertab=scoredesc | Time: 2025-09-29T19:12:36.969188 | Size: 252401 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://hermeneutics.stackexchange.com/posts/108513/timeline | Time: 2025-09-29T19:12:37.147734 | Size: 69296 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://hermeneutics.stackexchange.com/a/108513 | Time: 2025-09-29T19:12:37.299944 | Size: 251939 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://stackoverflowteams.com/teams/create/free/?utm_medium=referral&utm_source=hermeneutics-community&utm_campaign=side-bar&utm_content=explore-teams | Time: 2025-09-29T19:12:55.410399 | Size: 37338 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://stackoverflowteams.com/teams/create/free/?utm_medium=referral&utm_source=math-community&utm_campaign=side-bar&utm_content=explore-teams | Time: 2025-09-29T19:12:55.584325 | Size: 37322 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://stackoverflowteams.com/teams/create/free/?utm_medium=referral&utm_source=electronics-community&utm_campaign=side-bar&utm_content=explore-teams | Time: 2025-09-29T19:12:55.691239 | Size: 37335 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://legacy-www.math.harvard.edu/texman | Time: 2025-09-29T19:12:55.946163 | Size: 5451 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://www.blueletterbible.org/lexicon/g3004/kjv/tr/0-1 | Time: 2025-09-29T19:12:58.593683 | Size: 707622 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://mathoverflow.net/questions/500941/proof-of-every-highly-abundant-number-greater-than-3-is-even | Time: 2025-09-29T19:12:59.915738 | Size: 159467 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://mathoverflow.net/questions/500930/my-dissertation-is-wrong-but-i-already-defended-how-to-remedy | Time: 2025-09-29T19:13:00.084495 | Size: 163254 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://mathoverflow.net/questions/500945/is-direct-sum-of-finite-spectra-cancellative | Time: 2025-09-29T19:13:00.124604 | Size: 105175 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://falstad.com/circuit/circuitjs.html?ctz=cqagjcamb0l3bwcmbmcuhymgzia4ua2atmixaugpabzskbtawjdacgaxefppb-enmyf%20fkhcy1o2gqtxyuxnarxiyhggmkqycgovwowkcsaoatbgdmahgfcanhzybzqcmfp3ioskqq2acdvccuq1hqozdg2acvwsejfedx-kjpxslsybdyan24ugk8qfclubd90-2gmmvgsqghc4j4%20nham0siymib3qukowyq-ngbjumiwdbewqnfz2ib4sagyvixigjpsaiwtvhw1pvycxl5slwvwjffaobx1qjy2afnfuz5bsffvq9k5qbudei2bywbaqgek8ytkxsh4tcgxeyur8o6rvkagcwna5wgydcw38oixwwxm1%20iypux%20iia9ibioaqhlipvinhtiqugpom9iizsgwmwb6pnqhz%20kdwnxwpqrxtlgaxz73fggabqdkcnhcddyqa | Time: 2025-09-29T19:13:01.406750 | Size: 3834 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://www.circuitlab.com | Time: 2025-09-29T19:13:01.494581 | Size: 28566 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://stackoverflow.co/teams/?utm_medium=referral&utm_source=hermeneutics-community&utm_campaign=side-bar&utm_content=explore-teams | Time: 2025-09-29T19:13:01.578105 | Size: 140058 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://falstad.com/circuit/circuitjs.html?ctz=cqagjcamb0l3bwcmbmcuhymgzia4ua2atmixaugpabzskbtawjdacgaxefppb-enmyf%20fkhbbqaxbcujhiaqhkqrymqghozmxoblcqsykgbmgamwcgavwa2hnghnbwwwlcihiqpdyant3bfinyukbm-acvqshdvedxfcjpxcosybdyan24ugncqfhzuwqiqvkhoddfydkqswj4%20nbbk1ojiudyadzycjukbsr8ay2dwsawrmejxadoq%20egidrotixxwshywjbg4veh2xli%20ba8z8axxwjgl1floll7z%20zmea59e8e%20lopk-ygpyghscql8fqsqisomhorcqxeixhomg7qefmelrkhqu4q6vhbvfe3bju2%20fwaxwmnl8ahsqmrwd47srapbsmqjch9sdokzbgxgwb6lmupb2fwqhaijn6ng2ng%20auagkpw4seaanxpdistgybcaa | Time: 2025-09-29T19:13:01.630714 | Size: 3834 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://stackoverflow.co/teams/?utm_medium=referral&utm_source=hermeneutics-community&utm_campaign=side-bar&utm_content=explore-teams-compact | Time: 2025-09-29T19:13:01.636508 | Size: 140058 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://stackoverflow.co/advertising | Time: 2025-09-29T19:13:01.902649 | Size: 78993 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://stackoverflow.co/advertising/employer-branding | Time: 2025-09-29T19:13:02.073550 | Size: 81154 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://stackoverflow.co/teams/?utm_medium=referral&utm_source=math-community&utm_campaign=side-bar&utm_content=explore-teams | Time: 2025-09-29T19:13:02.239534 | Size: 140058 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://stackoverflow.co/teams/?utm_medium=referral&utm_source=math-community&utm_campaign=side-bar&utm_content=explore-teams-compact | Time: 2025-09-29T19:13:02.440346 | Size: 140058 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://stackoverflow.co/teams/?utm_medium=referral&utm_source=electronics-community&utm_campaign=side-bar&utm_content=explore-teams | Time: 2025-09-29T19:13:02.651948 | Size: 140058 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://stackoverflow.co/teams/?utm_medium=referral&utm_source=electronics-community&utm_campaign=side-bar&utm_content=explore-teams-compact | Time: 2025-09-29T19:13:02.845585 | Size: 140058 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://api.stackexchange.com/docs | Time: 2025-09-29T19:13:02.984539 | Size: 85509 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://api.stackexchange.com/docs/write | Time: 2025-09-29T19:13:03.148478 | Size: 16886 bytes | Depth: 2 | Status: 200 | Sampled: True
URL: URL: https://api.stackexchange.com/docs/authentication | Time: 2025-09-29T19:13:03.342952 | Size: 25167 bytes | Depth: 2 | Status: 200 | Sampled: True
